"type","price","freshness","respID","qID","altID","obsID"
"Gala",1,"Poor",201,3,1,1203
"Red Delicious",1.5,"Average",201,3,2,1203
"Red Delicious",2,"Excellent",201,4,1,1204
"Red Delicious",1.5,"Excellent",201,4,2,1204
"Honeycrisp",1.5,"Excellent",201,5,1,1205
"Gala",4,"Average",201,5,2,1205
"Fuji",3,"Poor",201,6,1,1206
"Honeycrisp",3,"Excellent",201,6,2,1206
"Honeycrisp",1,"Average",202,1,1,1207
"Fuji",1,"Average",202,1,2,1207
"Gala",2,"Poor",202,2,1,1208
"Gala",2.5,"Poor",202,2,2,1208
"Pink Lady",3.5,"Poor",202,3,1,1209
"Gala",1,"Excellent",202,3,2,1209
"Red Delicious",2.5,"Average",202,4,1,1210
"Gala",3.5,"Average",202,4,2,1210
"Red Delicious",3,"Poor",202,5,1,1211
"Red Delicious",1.5,"Poor",202,5,2,1211
"Red Delicious",1.5,"Excellent",202,6,1,1212
"Gala",2,"Excellent",202,6,2,1212
"Gala",1,"Poor",203,1,1,1213
"Fuji",1,"Excellent",203,1,2,1213
"Fuji",3,"Excellent",203,2,1,1214
"Red Delicious",2.5,"Poor",203,2,2,1214
"Red Delicious",2,"Average",203,3,1,1215
"Pink Lady",1.5,"Poor",203,3,2,1215
"Gala",4,"Excellent",203,4,1,1216
"Red Delicious",2.5,"Poor",203,4,2,1216
"Red Delicious",1,"Excellent",203,5,1,1217
"Gala",2.5,"Poor",203,5,2,1217
"Honeycrisp",1.5,"Average",203,6,1,1218
"Fuji",3,"Poor",203,6,2,1218
"Gala",1.5,"Poor",204,1,1,1219
"Red Delicious",2.5,"Poor",204,1,2,1219
"Gala",1,"Average",204,2,1,1220
"Pink Lady",2,"Excellent",204,2,2,1220
"Red Delicious",2.5,"Excellent",204,3,1,1221
"Pink Lady",4,"Poor",204,3,2,1221
"Pink Lady",3,"Poor",204,4,1,1222
"Red Delicious",3,"Excellent",204,4,2,1222
"Red Delicious",3.5,"Poor",204,5,1,1223
"Pink Lady",1,"Poor",204,5,2,1223
"Pink Lady",2,"Average",204,6,1,1224
"Fuji",2.5,"Excellent",204,6,2,1224
"Pink Lady",3.5,"Excellent",205,1,1,1225
"Honeycrisp",2.5,"Poor",205,1,2,1225
"Red Delicious",1,"Poor",205,2,1,1226
"Gala",1.5,"Excellent",205,2,2,1226
"Honeycrisp",1,"Excellent",205,3,1,1227
"Honeycrisp",4,"Average",205,3,2,1227
"Fuji",3,"Excellent",205,4,1,1228
"Pink Lady",4,"Excellent",205,4,2,1228
"Pink Lady",1,"Average",205,5,1,1229
"Fuji",3,"Poor",205,5,2,1229
"Gala",3.5,"Poor",205,6,1,1230
"Red Delicious",2.5,"Poor",205,6,2,1230
"Fuji",4,"Average",206,1,1,1231
"Honeycrisp",3,"Poor",206,1,2,1231
"Gala",2.5,"Excellent",206,2,1,1232
"Gala",4,"Excellent",206,2,2,1232
"Red Delicious",1.5,"Poor",206,3,1,1233
"Pink Lady",1,"Excellent",206,3,2,1233
"Red Delicious",1.5,"Excellent",206,4,1,1234
"Red Delicious",3,"Average",206,4,2,1234
"Honeycrisp",4,"Average",206,5,1,1235
"Gala",1.5,"Average",206,5,2,1235
"Gala",2,"Poor",206,6,1,1236
"Fuji",1.5,"Poor",206,6,2,1236
"Fuji",4,"Excellent",207,1,1,1237
"Red Delicious",2,"Excellent",207,1,2,1237
"Honeycrisp",2,"Average",207,2,1,1238
"Honeycrisp",2.5,"Average",207,2,2,1238
"Honeycrisp",4,"Excellent",207,3,1,1239
"Gala",3,"Poor",207,3,2,1239
"Gala",3,"Excellent",207,4,1,1240
"Fuji",1,"Poor",207,4,2,1240
"Red Delicious",2,"Excellent",207,5,1,1241
"Red Delicious",2.5,"Poor",207,5,2,1241
"Red Delicious",3,"Average",207,6,1,1242
"Fuji",1.5,"Poor",207,6,2,1242
"Fuji",1.5,"Average",208,1,1,1243
"Pink Lady",1.5,"Excellent",208,1,2,1243
"Pink Lady",1.5,"Average",208,2,1,1244
"Red Delicious",1,"Average",208,2,2,1244
"Fuji",4,"Excellent",208,3,1,1245
"Pink Lady",1,"Poor",208,3,2,1245
"Gala",3.5,"Average",208,4,1,1246
"Pink Lady",1.5,"Average",208,4,2,1246
"Pink Lady",2,"Average",208,5,1,1247
"Fuji",1.5,"Excellent",208,5,2,1247
"Red Delicious",1.5,"Excellent",208,6,1,1248
"Honeycrisp",1.5,"Average",208,6,2,1248
"Fuji",3,"Poor",209,1,1,1249
"Gala",1,"Poor",209,1,2,1249
"Gala",1.5,"Average",209,2,1,1250
"Pink Lady",3.5,"Excellent",209,2,2,1250
"Fuji",1.5,"Excellent",209,3,1,1251
"Honeycrisp",1.5,"Average",209,3,2,1251
"Gala",1,"Poor",209,4,1,1252
"Gala",3.5,"Poor",209,4,2,1252
"Fuji",2.5,"Excellent",209,5,1,1253
"Honeycrisp",4,"Excellent",209,5,2,1253
"Red Delicious",4,"Excellent",209,6,1,1254
"Red Delicious",3,"Excellent",209,6,2,1254
"Honeycrisp",1.5,"Excellent",210,1,1,1255
"Red Delicious",4,"Excellent",210,1,2,1255
"Gala",1.5,"Average",210,2,1,1256
"Fuji",2.5,"Poor",210,2,2,1256
"Honeycrisp",4,"Average",210,3,1,1257
"Red Delicious",1,"Poor",210,3,2,1257
"Fuji",2.5,"Average",210,4,1,1258
"Gala",3,"Poor",210,4,2,1258
"Gala",2,"Excellent",210,5,1,1259
"Fuji",2,"Excellent",210,5,2,1259
"Red Delicious",4,"Average",210,6,1,1260
"Fuji",1.5,"Excellent",210,6,2,1260
"Gala",1,"Average",211,1,1,1261
"Fuji",2.5,"Poor",211,1,2,1261
"Gala",3,"Excellent",211,2,1,1262
"Fuji",3.5,"Excellent",211,2,2,1262
"Red Delicious",3,"Poor",211,3,1,1263
"Fuji",2,"Excellent",211,3,2,1263
"Red Delicious",2,"Excellent",211,4,1,1264
"Gala",4,"Average",211,4,2,1264
"Gala",3.5,"Poor",211,5,1,1265
"Gala",3,"Poor",211,5,2,1265
"Fuji",4,"Excellent",211,6,1,1266
"Gala",3,"Excellent",211,6,2,1266
"Gala",2,"Excellent",212,1,1,1267
"Fuji",4,"Poor",212,1,2,1267
"Pink Lady",3.5,"Average",212,2,1,1268
"Pink Lady",4,"Excellent",212,2,2,1268
"Pink Lady",3.5,"Average",212,3,1,1269
"Honeycrisp",4,"Excellent",212,3,2,1269
"Red Delicious",4,"Average",212,4,1,1270
"Red Delicious",3.5,"Average",212,4,2,1270
"Fuji",2,"Poor",212,5,1,1271
"Gala",3,"Excellent",212,5,2,1271
"Fuji",3,"Average",212,6,1,1272
"Gala",4,"Poor",212,6,2,1272
"Fuji",2.5,"Average",213,1,1,1273
"Pink Lady",2.5,"Excellent",213,1,2,1273
"Red Delicious",1,"Average",213,2,1,1274
"Pink Lady",1.5,"Excellent",213,2,2,1274
"Red Delicious",4,"Excellent",213,3,1,1275
"Red Delicious",4,"Average",213,3,2,1275
"Red Delicious",2,"Poor",213,4,1,1276
"Red Delicious",1.5,"Average",213,4,2,1276
"Honeycrisp",4,"Excellent",213,5,1,1277
"Gala",4,"Poor",213,5,2,1277
"Pink Lady",4,"Average",213,6,1,1278
"Fuji",3.5,"Poor",213,6,2,1278
"Gala",2.5,"Average",214,1,1,1279
"Red Delicious",4,"Poor",214,1,2,1279
"Pink Lady",2.5,"Average",214,2,1,1280
"Pink Lady",1,"Poor",214,2,2,1280
"Red Delicious",3,"Average",214,3,1,1281
"Honeycrisp",1.5,"Average",214,3,2,1281
"Honeycrisp",1.5,"Excellent",214,4,1,1282
"Honeycrisp",1,"Poor",214,4,2,1282
"Gala",1,"Average",214,5,1,1283
"Fuji",1,"Average",214,5,2,1283
"Gala",1.5,"Average",214,6,1,1284
"Red Delicious",1,"Average",214,6,2,1284
"Fuji",1.5,"Poor",215,1,1,1285
"Honeycrisp",4,"Average",215,1,2,1285
"Fuji",4,"Poor",215,2,1,1286
"Gala",4,"Poor",215,2,2,1286
"Fuji",1,"Excellent",215,3,1,1287
"Red Delicious",3.5,"Excellent",215,3,2,1287
"Pink Lady",1.5,"Average",215,4,1,1288
"Fuji",3,"Excellent",215,4,2,1288
"Pink Lady",2,"Excellent",215,5,1,1289
"Fuji",4,"Average",215,5,2,1289
"Gala",2,"Poor",215,6,1,1290
"Pink Lady",1.5,"Poor",215,6,2,1290
"Red Delicious",4,"Excellent",216,1,1,1291
"Honeycrisp",3.5,"Excellent",216,1,2,1291
"Pink Lady",3,"Poor",216,2,1,1292
"Pink Lady",2.5,"Poor",216,2,2,1292
"Red Delicious",1,"Average",216,3,1,1293
"Pink Lady",4,"Excellent",216,3,2,1293
"Fuji",1.5,"Poor",216,4,1,1294
"Fuji",3,"Average",216,4,2,1294
"Honeycrisp",2,"Poor",216,5,1,1295
"Gala",1.5,"Average",216,5,2,1295
"Fuji",2,"Poor",216,6,1,1296
"Gala",3,"Average",216,6,2,1296
"Red Delicious",3,"Poor",217,1,1,1297
"Red Delicious",1,"Average",217,1,2,1297
"Fuji",3,"Poor",217,2,1,1298
"Red Delicious",4,"Poor",217,2,2,1298
"Gala",3,"Average",217,3,1,1299
"Gala",3,"Average",217,3,2,1299
"Red Delicious",2.5,"Average",217,4,1,1300
"Red Delicious",4,"Average",217,4,2,1300
"Red Delicious",3.5,"Poor",217,5,1,1301
"Pink Lady",4,"Poor",217,5,2,1301
"Pink Lady",2,"Poor",217,6,1,1302
"Pink Lady",2,"Poor",217,6,2,1302
"Pink Lady",2,"Excellent",218,1,1,1303
"Honeycrisp",3.5,"Poor",218,1,2,1303
"Pink Lady",3.5,"Poor",218,2,1,1304
"Fuji",3,"Poor",218,2,2,1304
"Pink Lady",1.5,"Average",218,3,1,1305
"Fuji",3,"Excellent",218,3,2,1305
"Gala",1.5,"Excellent",218,4,1,1306
"Red Delicious",1,"Average",218,4,2,1306
"Pink Lady",2,"Average",218,5,1,1307
"Honeycrisp",4,"Excellent",218,5,2,1307
"Fuji",2.5,"Excellent",218,6,1,1308
"Pink Lady",2.5,"Poor",218,6,2,1308
"Honeycrisp",3,"Excellent",219,1,1,1309
"Gala",3,"Average",219,1,2,1309
"Honeycrisp",1,"Excellent",219,2,1,1310
"Pink Lady",1,"Poor",219,2,2,1310
"Honeycrisp",2,"Poor",219,3,1,1311
"Pink Lady",1.5,"Excellent",219,3,2,1311
"Fuji",2,"Average",219,4,1,1312
"Red Delicious",2.5,"Excellent",219,4,2,1312
"Fuji",4,"Poor",219,5,1,1313
"Pink Lady",3.5,"Poor",219,5,2,1313
"Fuji",1,"Excellent",219,6,1,1314
"Pink Lady",2.5,"Excellent",219,6,2,1314
"Pink Lady",3.5,"Poor",220,1,1,1315
"Red Delicious",3.5,"Poor",220,1,2,1315
"Red Delicious",3.5,"Excellent",220,2,1,1316
"Red Delicious",1.5,"Poor",220,2,2,1316
"Pink Lady",3.5,"Excellent",220,3,1,1317
"Gala",2.5,"Excellent",220,3,2,1317
"Honeycrisp",1.5,"Excellent",220,4,1,1318
"Red Delicious",2,"Excellent",220,4,2,1318
"Gala",2.5,"Excellent",220,5,1,1319
"Fuji",1.5,"Average",220,5,2,1319
"Honeycrisp",1,"Excellent",220,6,1,1320
"Red Delicious",3.5,"Poor",220,6,2,1320
"Gala",4,"Average",221,1,1,1321
"Pink Lady",3,"Excellent",221,1,2,1321
"Red Delicious",3,"Excellent",221,2,1,1322
"Honeycrisp",3,"Excellent",221,2,2,1322
"Honeycrisp",1.5,"Average",221,3,1,1323
"Honeycrisp",4,"Excellent",221,3,2,1323
"Red Delicious",1,"Average",221,4,1,1324
"Pink Lady",2,"Excellent",221,4,2,1324
"Honeycrisp",3,"Average",221,5,1,1325
"Pink Lady",3.5,"Average",221,5,2,1325
"Pink Lady",4,"Average",221,6,1,1326
"Honeycrisp",3.5,"Poor",221,6,2,1326
"Red Delicious",3,"Excellent",222,1,1,1327
"Fuji",1,"Poor",222,1,2,1327
"Gala",4,"Excellent",222,2,1,1328
"Red Delicious",3,"Average",222,2,2,1328
"Gala",2,"Poor",222,3,1,1329
"Gala",3,"Poor",222,3,2,1329
"Pink Lady",2,"Average",222,4,1,1330
"Fuji",3.5,"Average",222,4,2,1330
"Red Delicious",3,"Excellent",222,5,1,1331
"Honeycrisp",3.5,"Average",222,5,2,1331
"Gala",4,"Average",222,6,1,1332
"Gala",1.5,"Excellent",222,6,2,1332
"Gala",4,"Average",223,1,1,1333
"Pink Lady",3,"Average",223,1,2,1333
"Pink Lady",3,"Excellent",223,2,1,1334
"Honeycrisp",2,"Average",223,2,2,1334
"Fuji",1.5,"Average",223,3,1,1335
"Pink Lady",4,"Excellent",223,3,2,1335
"Red Delicious",3,"Poor",223,4,1,1336
"Honeycrisp",3.5,"Average",223,4,2,1336
"Gala",3.5,"Average",223,5,1,1337
"Red Delicious",4,"Average",223,5,2,1337
"Gala",4,"Poor",223,6,1,1338
"Gala",1,"Excellent",223,6,2,1338
"Fuji",2.5,"Poor",224,1,1,1339
"Honeycrisp",3.5,"Excellent",224,1,2,1339
"Pink Lady",3.5,"Average",224,2,1,1340
"Honeycrisp",2.5,"Average",224,2,2,1340
"Gala",2.5,"Excellent",224,3,1,1341
"Pink Lady",1.5,"Excellent",224,3,2,1341
"Gala",1,"Poor",224,4,1,1342
"Fuji",2,"Average",224,4,2,1342
"Pink Lady",1.5,"Excellent",224,5,1,1343
"Honeycrisp",1.5,"Poor",224,5,2,1343
"Honeycrisp",3,"Poor",224,6,1,1344
"Fuji",2.5,"Average",224,6,2,1344
"Fuji",2.5,"Poor",225,1,1,1345
"Pink Lady",1,"Poor",225,1,2,1345
"Pink Lady",1.5,"Poor",225,2,1,1346
"Red Delicious",4,"Poor",225,2,2,1346
"Pink Lady",4,"Average",225,3,1,1347
"Gala",3,"Poor",225,3,2,1347
"Red Delicious",3.5,"Average",225,4,1,1348
"Fuji",2,"Excellent",225,4,2,1348
"Honeycrisp",1,"Poor",225,5,1,1349
"Gala",4,"Excellent",225,5,2,1349
"Honeycrisp",1.5,"Average",225,6,1,1350
"Red Delicious",4,"Excellent",225,6,2,1350
"Pink Lady",1.5,"Excellent",226,1,1,1351
"Gala",4,"Excellent",226,1,2,1351
"Gala",3,"Excellent",226,2,1,1352
"Gala",2,"Average",226,2,2,1352
"Pink Lady",1.5,"Poor",226,3,1,1353
"Fuji",3.5,"Excellent",226,3,2,1353
"Fuji",2,"Poor",226,4,1,1354
"Honeycrisp",4,"Average",226,4,2,1354
"Honeycrisp",1,"Average",226,5,1,1355
"Pink Lady",2,"Average",226,5,2,1355
"Gala",2,"Poor",226,6,1,1356
"Red Delicious",2,"Poor",226,6,2,1356
"Honeycrisp",3.5,"Average",227,1,1,1357
"Honeycrisp",4,"Excellent",227,1,2,1357
"Honeycrisp",1,"Excellent",227,2,1,1358
"Fuji",1,"Poor",227,2,2,1358
"Fuji",4,"Excellent",227,3,1,1359
"Honeycrisp",2.5,"Poor",227,3,2,1359
"Pink Lady",1,"Poor",227,4,1,1360
"Pink Lady",3,"Poor",227,4,2,1360
"Gala",2.5,"Average",227,5,1,1361
"Pink Lady",1.5,"Average",227,5,2,1361
"Red Delicious",1.5,"Average",227,6,1,1362
"Gala",2,"Excellent",227,6,2,1362
"Red Delicious",2.5,"Excellent",228,1,1,1363
"Gala",3.5,"Poor",228,1,2,1363
"Pink Lady",3,"Average",228,2,1,1364
"Gala",1.5,"Poor",228,2,2,1364
"Honeycrisp",1.5,"Excellent",228,3,1,1365
"Gala",1.5,"Poor",228,3,2,1365
"Honeycrisp",1,"Average",228,4,1,1366
"Fuji",3.5,"Average",228,4,2,1366
"Pink Lady",3,"Poor",228,5,1,1367
"Pink Lady",2,"Average",228,5,2,1367
"Pink Lady",1.5,"Excellent",228,6,1,1368
"Red Delicious",2.5,"Excellent",228,6,2,1368
"Red Delicious",1,"Excellent",229,1,1,1369
"Pink Lady",3.5,"Poor",229,1,2,1369
"Gala",4,"Average",229,2,1,1370
"Gala",2.5,"Excellent",229,2,2,1370
"Pink Lady",2,"Excellent",229,3,1,1371
"Pink Lady",2.5,"Average",229,3,2,1371
"Fuji",2.5,"Excellent",229,4,1,1372
"Pink Lady",3,"Excellent",229,4,2,1372
"Red Delicious",3.5,"Poor",229,5,1,1373
"Red Delicious",3,"Average",229,5,2,1373
"Gala",2.5,"Average",229,6,1,1374
"Honeycrisp",3,"Poor",229,6,2,1374
"Gala",4,"Average",230,1,1,1375
"Red Delicious",4,"Poor",230,1,2,1375
"Honeycrisp",3.5,"Excellent",230,2,1,1376
"Honeycrisp",2,"Poor",230,2,2,1376
"Honeycrisp",3.5,"Poor",230,3,1,1377
"Honeycrisp",3.5,"Poor",230,3,2,1377
"Red Delicious",1,"Poor",230,4,1,1378
"Gala",1,"Excellent",230,4,2,1378
"Fuji",1,"Poor",230,5,1,1379
"Pink Lady",1.5,"Poor",230,5,2,1379
"Honeycrisp",3,"Excellent",230,6,1,1380
"Fuji",2.5,"Average",230,6,2,1380
"Pink Lady",2.5,"Excellent",231,1,1,1381
"Red Delicious",3.5,"Poor",231,1,2,1381
"Pink Lady",1,"Excellent",231,2,1,1382
"Fuji",3,"Excellent",231,2,2,1382
"Gala",3.5,"Excellent",231,3,1,1383
"Fuji",2,"Average",231,3,2,1383
"Honeycrisp",4,"Average",231,4,1,1384
"Pink Lady",2.5,"Average",231,4,2,1384
"Fuji",2.5,"Average",231,5,1,1385
"Honeycrisp",2.5,"Excellent",231,5,2,1385
"Pink Lady",3.5,"Average",231,6,1,1386
"Pink Lady",2,"Excellent",231,6,2,1386
"Pink Lady",2.5,"Poor",232,1,1,1387
"Gala",3.5,"Average",232,1,2,1387
"Red Delicious",2.5,"Average",232,2,1,1388
"Honeycrisp",1,"Excellent",232,2,2,1388
"Fuji",1,"Excellent",232,3,1,1389
"Pink Lady",2.5,"Excellent",232,3,2,1389
"Honeycrisp",4,"Excellent",232,4,1,1390
"Pink Lady",3.5,"Average",232,4,2,1390
"Fuji",3.5,"Excellent",232,5,1,1391
"Gala",1.5,"Average",232,5,2,1391
"Gala",1,"Excellent",232,6,1,1392
"Red Delicious",4,"Average",232,6,2,1392
"Pink Lady",3,"Average",233,1,1,1393
"Fuji",1,"Poor",233,1,2,1393
"Fuji",1.5,"Excellent",233,2,1,1394
"Honeycrisp",3.5,"Excellent",233,2,2,1394
"Honeycrisp",3.5,"Excellent",233,3,1,1395
"Pink Lady",1.5,"Average",233,3,2,1395
"Honeycrisp",1.5,"Excellent",233,4,1,1396
"Red Delicious",4,"Poor",233,4,2,1396
"Gala",1.5,"Excellent",233,5,1,1397
"Red Delicious",2.5,"Excellent",233,5,2,1397
"Gala",3,"Poor",233,6,1,1398
"Red Delicious",4,"Poor",233,6,2,1398
"Red Delicious",3,"Average",234,1,1,1399
"Honeycrisp",1,"Excellent",234,1,2,1399
"Red Delicious",4,"Average",234,2,1,1400
"Fuji",3.5,"Excellent",234,2,2,1400
"Gala",3,"Poor",234,3,1,1401
"Pink Lady",4,"Poor",234,3,2,1401
"Fuji",1,"Excellent",234,4,1,1402
"Red Delicious",2,"Poor",234,4,2,1402
"Honeycrisp",2.5,"Poor",234,5,1,1403
"Pink Lady",1.5,"Poor",234,5,2,1403
"Fuji",1.5,"Average",234,6,1,1404
"Pink Lady",1.5,"Excellent",234,6,2,1404
"Gala",1.5,"Average",235,1,1,1405
"Red Delicious",1,"Poor",235,1,2,1405
"Pink Lady",3.5,"Poor",235,2,1,1406
"Gala",1.5,"Average",235,2,2,1406
"Pink Lady",4,"Average",235,3,1,1407
"Fuji",4,"Excellent",235,3,2,1407
"Fuji",4,"Poor",235,4,1,1408
"Gala",1.5,"Average",235,4,2,1408
"Gala",1.5,"Poor",235,5,1,1409
"Gala",3,"Poor",235,5,2,1409
"Pink Lady",3.5,"Average",235,6,1,1410
"Pink Lady",4,"Poor",235,6,2,1410
"Fuji",2.5,"Poor",236,1,1,1411
"Honeycrisp",4,"Average",236,1,2,1411
"Gala",1.5,"Poor",236,2,1,1412
"Fuji",2,"Average",236,2,2,1412
"Red Delicious",3,"Excellent",236,3,1,1413
"Gala",1,"Average",236,3,2,1413
"Honeycrisp",2,"Average",236,4,1,1414
"Honeycrisp",2.5,"Average",236,4,2,1414
"Fuji",3,"Poor",236,5,1,1415
"Fuji",3,"Excellent",236,5,2,1415
"Fuji",3,"Excellent",236,6,1,1416
"Pink Lady",2,"Poor",236,6,2,1416
"Gala",2,"Average",237,1,1,1417
"Fuji",1.5,"Excellent",237,1,2,1417
"Gala",4,"Average",237,2,1,1418
"Pink Lady",2.5,"Excellent",237,2,2,1418
"Honeycrisp",4,"Average",237,3,1,1419
"Gala",1.5,"Poor",237,3,2,1419
"Pink Lady",1,"Excellent",237,4,1,1420
"Gala",3.5,"Excellent",237,4,2,1420
"Honeycrisp",1.5,"Excellent",237,5,1,1421
"Pink Lady",2,"Poor",237,5,2,1421
"Fuji",4,"Excellent",237,6,1,1422
"Gala",3,"Poor",237,6,2,1422
"Fuji",1.5,"Average",238,1,1,1423
"Red Delicious",4,"Average",238,1,2,1423
"Fuji",4,"Poor",238,2,1,1424
"Honeycrisp",1.5,"Poor",238,2,2,1424
"Gala",4,"Poor",238,3,1,1425
"Fuji",3.5,"Average",238,3,2,1425
"Fuji",2,"Excellent",238,4,1,1426
"Red Delicious",2.5,"Average",238,4,2,1426
"Fuji",2.5,"Poor",238,5,1,1427
"Gala",2,"Excellent",238,5,2,1427
"Pink Lady",1.5,"Excellent",238,6,1,1428
"Red Delicious",2,"Poor",238,6,2,1428
"Honeycrisp",2.5,"Average",239,1,1,1429
"Pink Lady",1.5,"Excellent",239,1,2,1429
"Pink Lady",3,"Average",239,2,1,1430
"Fuji",1,"Excellent",239,2,2,1430
"Gala",3,"Average",239,3,1,1431
"Gala",4,"Poor",239,3,2,1431
"Pink Lady",2.5,"Excellent",239,4,1,1432
"Red Delicious",3.5,"Excellent",239,4,2,1432
"Pink Lady",1,"Poor",239,5,1,1433
"Honeycrisp",1,"Average",239,5,2,1433
"Fuji",1.5,"Poor",239,6,1,1434
"Red Delicious",2,"Excellent",239,6,2,1434
"Pink Lady",3.5,"Excellent",240,1,1,1435
"Honeycrisp",4,"Poor",240,1,2,1435
"Pink Lady",1.5,"Poor",240,2,1,1436
"Pink Lady",3,"Average",240,2,2,1436
"Red Delicious",4,"Average",240,3,1,1437
"Pink Lady",2,"Poor",240,3,2,1437
"Gala",3.5,"Poor",240,4,1,1438
"Gala",3,"Excellent",240,4,2,1438
"Pink Lady",3,"Excellent",240,5,1,1439
"Fuji",2,"Average",240,5,2,1439
"Pink Lady",2.5,"Average",240,6,1,1440
"Fuji",3,"Excellent",240,6,2,1440
"Fuji",4,"Excellent",241,1,1,1441
"Fuji",2.5,"Poor",241,1,2,1441
"Red Delicious",4,"Average",241,2,1,1442
"Pink Lady",2.5,"Excellent",241,2,2,1442
"Red Delicious",1.5,"Poor",241,3,1,1443
"Pink Lady",1.5,"Poor",241,3,2,1443
"Gala",3.5,"Excellent",241,4,1,1444
"Honeycrisp",2.5,"Excellent",241,4,2,1444
"Honeycrisp",2.5,"Poor",241,5,1,1445
"Fuji",1,"Excellent",241,5,2,1445
"Gala",3.5,"Average",241,6,1,1446
"Fuji",1,"Excellent",241,6,2,1446
"Fuji",2,"Excellent",242,1,1,1447
"Pink Lady",1,"Average",242,1,2,1447
"Honeycrisp",2.5,"Average",242,2,1,1448
"Fuji",3.5,"Average",242,2,2,1448
"Gala",4,"Excellent",242,3,1,1449
"Gala",3.5,"Average",242,3,2,1449
"Red Delicious",1,"Average",242,4,1,1450
"Honeycrisp",1.5,"Average",242,4,2,1450
"Pink Lady",3,"Poor",242,5,1,1451
"Gala",3.5,"Poor",242,5,2,1451
"Pink Lady",3.5,"Poor",242,6,1,1452
"Red Delicious",4,"Poor",242,6,2,1452
"Honeycrisp",1.5,"Excellent",243,1,1,1453
"Red Delicious",1.5,"Excellent",243,1,2,1453
"Gala",2,"Excellent",243,2,1,1454
"Red Delicious",2,"Excellent",243,2,2,1454
"Fuji",4,"Poor",243,3,1,1455
"Fuji",2.5,"Average",243,3,2,1455
"Red Delicious",1,"Average",243,4,1,1456
"Pink Lady",2,"Average",243,4,2,1456
"Fuji",2.5,"Poor",243,5,1,1457
"Pink Lady",4,"Average",243,5,2,1457
"Honeycrisp",3.5,"Average",243,6,1,1458
"Honeycrisp",1.5,"Average",243,6,2,1458
"Red Delicious",4,"Poor",244,1,1,1459
"Gala",1,"Average",244,1,2,1459
"Pink Lady",3.5,"Poor",244,2,1,1460
"Gala",1.5,"Average",244,2,2,1460
"Gala",4,"Average",244,3,1,1461
"Red Delicious",1.5,"Excellent",244,3,2,1461
"Pink Lady",1.5,"Average",244,4,1,1462
"Pink Lady",1,"Poor",244,4,2,1462
"Fuji",1,"Excellent",244,5,1,1463
"Fuji",1.5,"Excellent",244,5,2,1463
"Pink Lady",1.5,"Poor",244,6,1,1464
"Pink Lady",1,"Average",244,6,2,1464
"Pink Lady",2,"Average",245,1,1,1465
"Gala",3.5,"Excellent",245,1,2,1465
"Red Delicious",3.5,"Poor",245,2,1,1466
"Red Delicious",1,"Average",245,2,2,1466
"Gala",3.5,"Excellent",245,3,1,1467
"Pink Lady",1,"Poor",245,3,2,1467
"Gala",1,"Average",245,4,1,1468
"Honeycrisp",2,"Excellent",245,4,2,1468
"Red Delicious",1,"Poor",245,5,1,1469
"Honeycrisp",3,"Excellent",245,5,2,1469
"Gala",3,"Average",245,6,1,1470
"Gala",1,"Poor",245,6,2,1470
"Gala",4,"Poor",246,1,1,1471
"Honeycrisp",1,"Excellent",246,1,2,1471
"Honeycrisp",1,"Poor",246,2,1,1472
"Honeycrisp",2,"Poor",246,2,2,1472
"Pink Lady",2.5,"Poor",246,3,1,1473
"Red Delicious",1,"Excellent",246,3,2,1473
"Honeycrisp",2,"Poor",246,4,1,1474
"Fuji",4,"Average",246,4,2,1474
"Red Delicious",1,"Average",246,5,1,1475
"Honeycrisp",1.5,"Excellent",246,5,2,1475
"Gala",4,"Poor",246,6,1,1476
"Fuji",1.5,"Average",246,6,2,1476
"Red Delicious",2.5,"Excellent",247,1,1,1477
"Honeycrisp",1,"Poor",247,1,2,1477
"Gala",2,"Average",247,2,1,1478
"Red Delicious",3,"Average",247,2,2,1478
"Red Delicious",2.5,"Poor",247,3,1,1479
"Gala",4,"Poor",247,3,2,1479
"Honeycrisp",4,"Excellent",247,4,1,1480
"Pink Lady",1.5,"Excellent",247,4,2,1480
"Gala",3,"Excellent",247,5,1,1481
"Fuji",2,"Average",247,5,2,1481
"Gala",3.5,"Average",247,6,1,1482
"Pink Lady",3,"Average",247,6,2,1482
"Red Delicious",2.5,"Poor",248,1,1,1483
"Pink Lady",3.5,"Poor",248,1,2,1483
"Gala",1.5,"Poor",248,2,1,1484
"Fuji",2,"Poor",248,2,2,1484
"Honeycrisp",1,"Poor",248,3,1,1485
"Fuji",3,"Poor",248,3,2,1485
"Gala",1.5,"Poor",248,4,1,1486
"Red Delicious",1.5,"Poor",248,4,2,1486
"Honeycrisp",4,"Excellent",248,5,1,1487
"Fuji",3.5,"Average",248,5,2,1487
"Fuji",2.5,"Excellent",248,6,1,1488
"Honeycrisp",2.5,"Excellent",248,6,2,1488
"Gala",1.5,"Poor",249,1,1,1489
"Honeycrisp",2.5,"Poor",249,1,2,1489
"Pink Lady",1.5,"Poor",249,2,1,1490
"Fuji",2,"Poor",249,2,2,1490
"Fuji",3,"Excellent",249,3,1,1491
"Pink Lady",4,"Excellent",249,3,2,1491
"Gala",1,"Excellent",249,4,1,1492
"Gala",3,"Average",249,4,2,1492
"Gala",3.5,"Excellent",249,5,1,1493
"Pink Lady",3,"Average",249,5,2,1493
